kíːɗɛ́ꜜ,['Auxiliary']
mógúŋkôŋk,['Noun']
àːdìt,['Negative']
gàːlàkîː,[]
ɓàꜜ,[]
mòàn,[]
jàkàt,[]
rìːɓé,['Verb']
wòːrúŋ,"['Verb', 'Particle']"
ɗɛ́pɛ́ꜜ,['Noun']
ɓàŋkáw kúɗùk,[]
báŋì,['Noun']
bàŋɛ́,"['Quantifier', 'Quantifier']"
cɛ̀ːníŋ,['personal pronoun']
kánꜜ,"['Particle', 'Particle']"
tíkáꜜ,[]
cɛ́ːn,[]
ìn,"['Verb', 'Particle']"
bárɛ̂ɗ,[]
ɓèɗìr,['Verb']
táːwákík,[]
òɗúkɛ́ bɔ̀rɛ̂ːŋ èːt,[]
ìn bòcɛ́,['Verb']
jòwɛː́ɗîŋ,[]
gáɛ́ː,[]
nɔ̀nú,[]
kɛ́jgùn,['Coordinating conjunction']
àná tùrgùmɛ́ꜜnɔ́,[]
làká,[]
àɓòkòtúŋkɔ́ré,[]
át,['Noun']
líkí,[]
écɔ̀,[]
dìldílꜜkáːŋ,[]
réːrán,['Verb']
dɛ̀dɛ̀n,['Verb']
tònɛ́ːꜜ,[]
àɓɛ́ːlɛ́r,[]
gɛ̀ːnɛ́k,[]
ɗɛ̀gɛ̀,[]
rɔ́ríá,[]
kùɗúnꜜ,['Verb']
àríːꜜ,[]
nɛ́ːkɛ̂ŋ,['Possessive pronoun']
kójùŋk,[]
nàɛ̀,[]
ɗɛ́pɛ́,[]
ìɟáːg,['Noun']
árí,['Infinitive']
gàgêːɗ,['Participle']
tàkík,['Noun']
áːɗórꜜáːŋ,[]
cèːd,[]
bàːlɗìːt,['Negative']
mòːjk,['Noun']
òmk,[]
jàkánáꜜ,[]
éːcá,[]
gɛ̀ːŋkìŋ,[]
ɓɔ̀rɛ́ꜜ,[]
cɔ̀j,[]
tàmàːríꜜ,['Infinitive']
kúc,['Verb']
rɔ́ríáꜜrɛ́,[]
rɛ̀r,['Verb']
ɓàk,['Preposition']
ɓóːjíɗɛ́ːꜜ,['Participle']
átéːŋkꜜ,[]
càːkómꜜ,['Noun']
ɓàŋkáwŋ,['Verb']
bɔ́lɔ́ŋúràrkí,['Verb']
kèːɟ,[]
èːɟɛ̂ː,['Noun']
gɔ̀rɔ̀wà,[]
kàːt,[]
ɲákáꜜ,['Noun']
pɛ́ːjꜜ,['Cardinal numeral']
ìŋkɔ́ːꜜté,[]
wâr,['Verb']
bɔ̀dɛ̀ːríŋ,[]
kɛ́kàrk,[]
ɗóːk,['Noun']
tèmírt,[]
nɛ̀ŋk,[]
ɗɔ̀mk,[]
